id,budget,revenue,runtime,pop_actors,vote_average,vote_count,pop_directors,pop_producer,target,title
-0.6247281485544759,-0.610624425664706,-0.4577287082521232,-0.19805705711731728,1.0053414339175877,-0.295832748463573,0.13284925787132515,4.2829357689981205,-0.5114802210140795,0,Four Rooms
-0.6247230380938888,-0.18990036822885625,-0.4117093902737396,0.22552765753159945,-0.030527589553851424,0.20753267415230714,-0.4983156963167521,-0.42826047778187337,-0.6039068708628587,0,Judgment Night
-0.6246974857909534,-0.4373851078970032,4.045982010037747,0.6138136459597731,0.6135175945221762,1.2771841972110523,5.078104637382528,2.8375070812521774,-0.4299387286658928,1,Star Wars
-0.6246923753303664,1.6167382313486163,5.00927050263074,-0.12745960467583115,1.0191698506132663,1.0255014859031124,4.844214294530877,0.8123483220732057,-0.526155745858628,1,Finding Nemo
-0.6246872648697793,0.6515477466428433,3.473570224506568,1.3550868965953773,1.245192937294362,1.4659462306920077,6.931600861604014,-0.16296027560065618,-0.1302081417745843,1,Forrest Gump
-0.6246821544091922,-0.3383912120297444,1.598294306232363,0.6491123721805162,0.47517732851185607,1.1513428415570826,2.8114021407897924,-0.07198568519751848,-0.4537500106984385,1,American Beauty
-0.6246770439486051,-0.6888363597332334,-0.3469924057582901,0.543216193518287,-0.8564178556543944,1.1513428415570826,0.8745189247690227,0.6324320930077824,0.2727370635598401,0,Citizen Kane
-0.6246719334880181,-0.3928378547567367,-0.2487939165802997,1.3197881703746344,0.18831481827512683,1.0884221637300977,-0.11934554659480238,0.9680385428934731,0.5403953113869037,0,Dancer in the Dark
-0.6246617125668439,1.5177443354813573,1.0587861428948018,0.7903072770634884,0.8477591925457344,0.8367394524221574,2.391416438190959,1.011747005321796,-0.2806565686577703,1,The Fifth Element
-0.6246412707244956,2.755168033822092,3.3428842770518856,1.3903856228161204,1.318991242215926,1.0255014859031124,5.18352477742146,0.03643840764793438,-0.4105009474148352,1,Pirates of the Caribbean: The Curse of the Black Pearl
-0.6246310498033215,0.03283589747247597,0.5739171591716311,0.2608263837523425,1.2637897735402748,1.1513428415570826,4.262200209492784,2.249645202855739,0.0038153599514579605,1,Kill Bill: Vol. 1
-0.6246259393427344,1.072271804078693,0.0843630797830517,0.6844110984012592,0.43775925980590147,0.27045335197929193,0.1728478962140712,-0.07198568519751848,-0.47056369148060334,0,Jarhead
-0.6246157184215603,-0.6848698475651501,-0.4733967246016496,-1.186421391298123,-1.3089128214448427,-0.35875342629055834,-0.45255454228055964,-0.39454736141274044,-0.07315825380273021,0,9 Songs
-0.6246106079609731,0.06995860842269801,0.39345546203973436,1.5315805276990926,-0.005002520196715941,1.340104875038038,1.5717833236760448,0.084212773557962,-0.1389551433375602,0,Apocalypse Now
