id,title,budget,revenue,runtime,pop_actors,vote_average,vote_count,pop_directors,pop_producer
5,Four Rooms,4000000,4257354,98.0,98.765,5.7,2086,30.168,1.551
6,Judgment Night,21000000,12136938,110.0,61.835,6.5,224,2.359,0.6
11,Star Wars,11000000,775398007,121.0,84.79599999999999,8.2,16675,21.636,2.3899999999999997
12,Finding Nemo,94000000,940335536,100.0,99.258,7.8,15985,9.682,1.4
13,Forrest Gump,55000000,677387716,142.0,107.316,8.5,22143,3.925,5.474
14,American Beauty,15000000,356296601,122.0,79.864,8.0,9988,4.462,2.145
15,Citizen Kane,839727,23218000,119.0,32.391,8.0,4274,8.62,9.62
16,Dancer in the Dark,12800000,40031879,141.0,69.637,7.9,1342,10.601,12.374
18,The Fifth Element,90000000,263920180,126.0,93.147,7.5,8749,10.859,3.926
22,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,655011224,143.0,109.947,7.8,16986,5.102,2.59
24,Kill Bill: Vol. 1,30000000,180899265,111.0,107.979,8.0,14268,18.166,6.853
25,Jarhead,72000000,97076152,123.0,78.53,6.6,2204,4.462,1.972
27,9 Songs,1000000,1574623,70.0,16.259,5.6,359,2.558,6.061
28,Apocalypse Now,31500000,150000000,147.0,62.745000000000005,8.3,6331,5.384,5.384
33,Unforgiven,14400000,159157447,130.0,91.209,7.9,3288,29.786,30.386000000000003
35,The Simpsons Movie,75000000,527068851,87.0,63.712999999999994,7.0,6598,15.825,37.918
38,Eternal Sunshine of the Spotless Mind,20000000,72258126,108.0,108.566,8.1,11962,4.633,1.9460000000000002
58,Pirates of the Caribbean: Dead Man's Chest,200000000,1065659812,151.0,119.163,7.3,13046,5.102,2.59
59,A History of Violence,32000000,60740827,96.0,60.08399999999999,7.2,2416,10.153,1.2
62,2001: A Space Odyssey,12000000,71923560,149.0,21.987999999999996,8.1,9084,9.805,10.405
63,Twelve Monkeys,29000000,168841459,129.0,101.78399999999999,7.6,6669,5.027,2.562
65,8 Mile,41000000,242875078,111.0,79.292,7.1,5711,1.075,4.14
66,Absolute Power,50000000,50068310,121.0,102.35999999999999,6.6,761,29.786,31.786
69,Walk the Line,28000000,186797986,136.0,86.485,7.5,2241,6.924,7.289999999999999
70,Million Dollar Baby,30000000,216763646,132.0,98.137,8.0,7704,29.786,35.379999999999995
71,Billy Elliot,5000000,109280263,110.0,54.231,7.6,3128,1.384,5.949999999999999
67,Paradise Now,2000000,3395627,90.0,20.98,7.0,179,0.614,6.315999999999999
73,American History X,20000000,23875127,119.0,84.105,8.4,9332,4.031,0.6
74,War of the Worlds,132000000,603873119,117.0,99.477,6.5,6691,39.187,6.116
75,Mars Attacks!,70000000,101371017,106.0,84.737,6.4,4372,15.143,16.723000000000003
76,Before Sunrise,2500000,5987386,101.0,31.503,7.9,3055,4.243,0.6
77,Memento,9000000,39723096,113.0,76.206,8.2,11910,18.254,2.7889999999999997
78,Blade Runner,28000000,41670166,118.0,75.764,7.9,11159,10.675,1.38
80,Before Sunset,2700000,15992615,80.0,38.824999999999996,7.8,2540,4.243,4.843
82,Miami Vice,135000000,163794509,132.0,114.152,5.9,1317,9.081,10.609
83,Open Water,130000,54667954,79.0,12.783999999999999,5.5,842,0.739,0.98
85,Raiders of the Lost Ark,18000000,389925971,115.0,63.522,7.9,9832,39.187,2.658
87,Indiana Jones and the Temple of Doom,28000000,333000000,118.0,70.098,7.3,7208,39.187,3.115
88,Dirty Dancing,6000000,213893795,100.0,59.74,7.4,4982,4.116,0.716
89,Indiana Jones and the Last Crusade,48000000,474171806,127.0,85.601,7.8,7923,39.187,4.335
90,Beverly Hills Cop,14000000,316360478,105.0,75.01,7.2,3085,4.609,3.2569999999999997
93,Anatomy of a Murder,2000000,8000000,161.0,32.489999999999995,7.9,681,2.832,2.832
95,Armageddon,140000000,553799566,151.0,134.629,6.8,6386,8.288,17.984
96,Beverly Hills Cop II,28000000,299965036,103.0,62.834,6.4,1797,2.821,3.2569999999999997
97,Tron,17000000,33000000,96.0,52.706,6.7,1693,2.198,2.0
98,Gladiator,103000000,465361176,155.0,111.381,8.2,14736,10.675,4.213
100,"Lock, Stock and Two Smoking Barrels",1350000,28356188,105.0,93.549,8.2,5249,16.548,14.592
101,Léon: The Professional,16000000,45284974,111.0,69.846,8.3,11756,10.859,3.926
103,Taxi Driver,1300000,28570902,114.0,85.60000000000001,8.2,9032,13.122,1.58
105,Back to the Future,19000000,381109762,116.0,98.74199999999999,8.3,16138,3.925,7.99
106,Predator,15000000,98267558,107.0,61.963,7.5,5951,6.497,4.827
107,Snatch,10000000,83557872,104.0,65.337,7.8,7126,16.548,14.592
111,Scarface,25000000,66023329,170.0,99.405,8.2,8962,6.328,1.283
114,Pretty Woman,14000000,463406268,119.0,83.579,7.4,6220,5.02,2.0
115,The Big Lebowski,15000000,46748047,117.0,105.18299999999999,7.9,9071,13.808,4.392
116,Match Point,15000000,85306374,124.0,124.766,7.3,3320,7.396,3.28
117,The Untouchables,25000000,76270454,119.0,90.946,7.8,4447,6.328,1.4
118,Charlie and the Chocolate Factory,150000000,474968763,115.0,115.015,7.0,12219,15.143,3.059
262260,The Desert Song,354000,3022000,123.0,6.856,4.0,1,4.779,0.0
120,The Lord of the Rings: The Fellowship of the Ring,93000000,871368364,179.0,110.444,8.4,20462,17.752,29.371000000000002
121,The Lord of the Rings: The Two Towers,79000000,926287400,179.0,100.861,8.4,17690,17.752,28.771
122,The Lord of the Rings: The Return of the King,94000000,1118888979,201.0,98.58,8.5,19038,17.752,28.771
123,The Lord of the Rings,4000000,30471420,132.0,28.799999999999997,6.6,622,2.544,1.98
393345,Cult of Chucky,6500000,2200000,91.0,62.34,5.8,861,4.37,7.377000000000001
134,"O Brother, Where Art Thou?",26000000,71868327,107.0,59.19500000000001,7.3,3224,13.808,4.392
137,Groundhog Day,14600000,71074049,101.0,87.414,7.6,6164,8.576,9.176
138,Dracula,355000,700000,74.0,15.314,7.2,829,1.439,3.827
141,Donnie Darko,6000000,7500000,114.0,73.875,7.8,10119,8.763,4.25
142,Brokeback Mountain,14000000,178043761,134.0,114.596,7.8,5510,3.241,2.261
143,All Quiet on the Western Front,1448864,3270000,133.0,9.595,7.8,508,2.568,1.788
524434,Eternals,200000000,402027582,156.0,125.108,7.2,4137,11.639,14.991999999999999
150,48 Hrs.,12000000,78868508,96.0,83.30799999999999,6.7,1080,3.041,2.801
152,Star Trek: The Motion Picture,35000000,139000000,132.0,31.706999999999997,6.5,1275,5.522,6.491
153,Lost in Translation,4000000,119723856,102.0,145.392,7.4,5823,3.341,9.705000000000002
154,Star Trek II: The Wrath of Khan,12000000,96800000,113.0,61.370000000000005,7.5,1452,1.669,0.6
155,The Dark Knight,185000000,1004558444,152.0,99.26599999999999,8.5,26802,18.254,29.416000000000004
157,Star Trek III: The Search for Spock,18000000,87000000,105.0,67.229,6.6,1003,5.509,1.943
161,Ocean's Eleven,85000000,450717150,116.0,101.46799999999999,7.4,9484,7.037,0.753
162,Edward Scissorhands,20000000,53000000,105.0,93.91900000000001,7.7,10619,15.143,15.743
163,Ocean's Twelve,110000000,362744280,125.0,91.53,6.5,5904,7.037,0.753
164,Breakfast at Tiffany's,2500000,9500000,114.0,52.620999999999995,7.7,3427,3.142,1.2
165,Back to the Future Part II,40000000,332000000,108.0,116.166,7.7,10358,3.925,7.99
167,K-PAX,48000000,50315140,120.0,62.067,7.2,1813,0.695,4.323
168,Star Trek IV: The Voyage Home,24000000,133000000,119.0,47.294,7.2,1090,5.509,1.943
169,Predator 2,35000000,57120318,108.0,71.39,6.2,2261,2.359,4.827
170,28 Days Later,5000000,85720385,113.0,107.27499999999999,7.2,5177,8.03,0.863
172,Star Trek V: The Final Frontier,30000000,70200000,107.0,41.589,5.7,874,11.336,1.943
173,"20,000 Leagues Under the Sea",5000000,28200000,127.0,47.821,7.1,595,2.009,11.956
174,Star Trek VI: The Undiscovered Country,27000000,96900000,113.0,52.159,7.0,939,1.669,2.307
176,Saw,1200000,103911669,103.0,75.029,7.4,7195,8.695,2.408
177,The Fisher King,24000000,41895491,138.0,70.72399999999999,7.3,1003,5.027,15.117999999999999
178,Blown Away,28000000,30156002,121.0,81.198,6.1,382,2.359,3.38
179,The Interpreter,80000000,162944923,128.0,67.134,6.3,1108,6.566,3.738
180,Minority Report,102000000,358372926,145.0,95.35000000000001,7.3,6900,39.187,11.127
182,The Good German,32000000,5914908,108.0,97.25900000000001,5.8,234,7.037,4.992
183,The Wizard,6000000,14278900,100.0,49.629000000000005,6.1,238,4.057,1.2
184,Jackie Brown,12000000,39673162,154.0,125.238,7.3,5105,18.166,1.551
185,A Clockwork Orange,2200000,26589000,137.0,33.581,8.2,10396,9.805,9.805
186,Lucky Number Slevin,27000000,56308881,110.0,125.006,7.5,3281,1.4,8.715
187,Sin City,40000000,158733820,124.0,108.18299999999999,7.4,6594,14.28,0.6
189,Sin City: A Dame to Kill For,65000000,39407616,102.0,122.319,6.3,3118,14.28,12.012999999999998
192,The Name of the Rose,18000000,77200000,130.0,62.612,7.4,2336,2.603,6.501999999999999
193,Star Trek: Generations,38000000,120000000,118.0,36.705,6.5,993,1.822,3.84
196,Back to the Future Part III,40000000,244527583,119.0,96.80999999999999,7.4,8405,3.925,7.99
197,Braveheart,72000000,213216216,178.0,103.449,7.9,8116,36.614,42.668
199,Star Trek: First Contact,46000000,150000000,111.0,36.705,7.3,1353,5.776,3.84
200,Star Trek: Insurrection,70000000,118000000,103.0,36.705,6.4,889,5.776,20.084000000000003
201,Star Trek: Nemesis,60000000,67312826,117.0,36.705,6.3,1074,2.601,3.84
262340,Mrs. Brown's Boys D'Movie,5900000,23000000,94.0,4.999,5.2,54,3.894,0.6
203,Mean Streets,500000,3000000,112.0,61.208,7.1,1600,13.122,13.852
205,Hotel Rwanda,17500000,38000000,121.0,67.45100000000001,7.7,2233,3.885,4.484999999999999
207,Dead Poets Society,16400000,235860116,128.0,59.663000000000004,8.3,8847,4.451,2.3080000000000003
213,North by Northwest,4000000,13275000,136.0,42.40299999999999,8.0,3126,12.879,12.879
214,Saw III,10000000,163876815,114.0,55.363,6.4,3412,2.394,2.408
215,Saw II,4000000,152925093,89.0,55.042,6.6,4065,2.394,2.408
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,122.0,102.30199999999999,6.0,6539,39.187,2.658
218,The Terminator,6400000,78371200,108.0,100.308,7.6,10151,18.726,7.106
220,East of Eden,1,5,115.0,33.09,7.6,537,2.223,2.223
221,Rebel Without a Cause,1500000,199963,111.0,40.426,7.6,1196,11.888,1.129
223,Rebecca,1288000,6000000,130.0,28.35,7.9,1236,12.879,1.311
226,Boys Don't Cry,2000000,11540607,118.0,56.497,7.5,1016,0.706,5.199
227,The Outsiders,10000000,33697647,90.0,79.445,7.3,928,5.384,2.9490000000000003
229,The Bride of Frankenstein,393750,2000000,75.0,22.753,7.6,644,1.793,1.788
231,Syriana,50000000,93974620,128.0,102.05600000000001,6.4,1056,2.474,2.7230000000000003
232,Rumble Fish,10000000,2494480,94.0,73.455,7.0,470,5.384,2.9490000000000003
235,Stand by Me,8000000,52287414,89.0,61.352999999999994,7.9,4431,4.635,4.9879999999999995
236,Muriel's Wedding,3000000,15119639,106.0,38.894999999999996,7.0,318,1.62,1.7759999999999998
237,Young Adam,6400000,2500000,93.0,63.117999999999995,5.9,117,1.805,0.744
238,The Godfather,6000000,245066411,175.0,102.837,8.7,15458,5.384,2.285
239,Some Like It Hot,2883848,25000000,122.0,34.521,8.2,2627,13.279,14.258
240,The Godfather: Part II,13000000,102600000,202.0,104.44500000000001,8.6,9315,5.384,9.313
393457,Fences,24000000,64414761,139.0,73.304,6.8,2115,32.818,35.038
242,The Godfather: Part III,54000000,136766062,170.0,115.188,7.4,4736,5.384,10.623
241,Natural Born Killers,34000000,50282766,118.0,123.09,7.1,2638,8.794,6.683
244,King Kong,672000,10000000,104.0,21.147,7.6,1040,8.539000000000001,9.939000000000002
245,About a Boy,27000000,129000000,101.0,93.44999999999999,6.7,1799,12.279,25.377
243,High Fidelity,30000000,47126295,113.0,74.661,7.2,1520,4.885,2.4109999999999996
248,Pocketful of Miracles,2900000,5000000,136.0,41.71000000000001,7.3,119,2.334,2.334
249,The War of the Roses,26000000,160188546,116.0,65.02000000000001,6.9,862,16.288,4.170999999999999
251,Ghost,22000000,505000000,127.0,73.641,7.2,4458,3.415,3.119
252,Willy Wonka & the Chocolate Factory,3000000,4000000,100.0,31.333,7.5,2606,1.138,1.899
253,Live and Let Die,7000000,161777836,121.0,43.291000000000004,6.5,1483,3.631,4.912
254,King Kong,207000000,562363449,187.0,92.46799999999999,6.8,6416,17.752,29.383
257,Oliver Twist,50000000,42580321,130.0,41.378,6.7,969,4.819,7.607
261,Cat on a Hot Tin Roof,3000000,17570324,108.0,40.854,7.7,562,1.185,0.6
262,The King of Comedy,20000000,2536000,109.0,45.602000000000004,7.8,1628,13.122,1.4
268,Batman,35000000,411348924,126.0,65.035,7.2,6032,15.143,1.9049999999999998
272,Batman Begins,150000000,374218673,140.0,111.165,7.7,17203,18.254,12.142
274,The Silence of the Lambs,19000000,272742922,119.0,98.812,8.3,12903,5.146,4.08
275,Fargo,7000000,60611975,98.0,70.211,7.9,6183,13.808,18.2
277,Underworld,22000000,95708457,122.0,93.217,6.8,5109,8.012,4.312
278,The Shawshank Redemption,25000000,28341469,142.0,103.93100000000001,8.7,20717,10.199,0.6
279,Amadeus,18000000,51973029,160.0,49.608000000000004,8.0,3254,2.951,1.38
280,Terminator 2: Judgment Day,102000000,520000000,137.0,99.069,8.1,10072,18.726,18.726
281,Strange Days,42000000,7959291,145.0,121.174,7.0,959,4.401,20.43
284,The Apartment,3000000,25000000,125.0,51.517,8.2,1642,13.279,13.279
285,Pirates of the Caribbean: At World's End,300000000,961000000,169.0,115.52700000000002,7.2,11693,5.102,10.779
287,Bull Durham,7000000,50888000,108.0,77.282,6.7,416,2.691,1.7999999999999998
288,High Noon,730000,8000000,85.0,40.064,7.7,1054,2.794,1.76
289,Casablanca,878000,10462500,102.0,55.661,8.2,4101,3.995,2.58
290,Barton Fink,9000000,6153939,117.0,53.364000000000004,7.5,1260,13.808,4.392
292,Dave Chappelle's Block Party,3000000,11718595,100.0,35.047,6.7,82,4.633,19.402
293,A River Runs Through It,12000000,43440294,123.0,89.274,7.1,776,15.842,18.023
291,Riding Giants,2600000,3166000,105.0,4.915,7.6,35,6.86,8.06
294,Desert Hearts,350000,2400000,91.0,41.647,7.1,96,0.972,0.972
296,Terminator 3: Rise of the Machines,200000000,435000000,109.0,92.695,6.1,5261,5.297,6.468999999999999
297,Meet Joe Black,90000000,142940100,178.0,118.093,7.2,3761,4.609,6.189
298,Ocean's Thirteen,85000000,311312624,122.0,126.77799999999999,6.7,5159,7.037,0.753
302,Swimming Pool,7800000,22441323,102.0,45.794000000000004,6.5,509,3.845,3.281
303,Notorious,1000000,24500000,103.0,35.626,7.8,1146,12.879,13.479
306,Beverly Hills Cop III,50000000,119208989,105.0,59.208999999999996,5.9,1322,6.902,2.1189999999999998
308,Broken Flowers,10000000,46720491,106.0,109.428,6.9,989,3.452,3.6470000000000002
310,Bruce Almighty,80000000,484592874,101.0,110.459,6.7,8915,6.172,49.087
311,Once Upon a Time in America,30000000,5472914,229.0,102.49900000000001,8.4,4004,12.083,1.4
313,Snow Cake,12000000,1381665,112.0,75.419,7.1,132,1.4,5.302999999999999
314,Catwoman,100000000,82102379,104.0,109.536,4.6,2681,1.176,1.256
319,True Romance,12500000,12600000,120.0,88.981,7.5,2036,2.821,8.009
320,Insomnia,46000000,113714830,118.0,101.72000000000001,6.9,3634,18.254,2.992
321,Mambo Italiano,4361898,3031801,89.0,16.573999999999998,5.9,64,0.98,1.2
322,Mystic River,25000000,156822020,138.0,68.494,7.7,5061,29.786,31.566000000000003
326,Snakes on a Plane,33000000,62022014,105.0,98.69,5.3,1336,1.722,0.0
327,Brother,12000000,15250000,114.0,37.42099999999999,7.1,291,14.484,3.752
329,Jurassic Park,63000000,920100000,127.0,64.836,7.9,13103,39.187,8.745000000000001
330,The Lost World: Jurassic Park,73000000,618638999,129.0,75.81899999999999,6.5,6652,39.187,5.659
331,Jurassic Park III,93000000,368780809,92.0,67.491,6.1,5630,8.303,5.5809999999999995
332,Inspector Gadget,75000000,134400000,78.0,48.257999999999996,4.4,952,1.18,4.721
334,Magnolia,37000000,48451803,189.0,68.778,7.7,2658,15.444,19.575000000000003
339,Night on Earth,3500000,2015810,128.0,61.529,7.6,607,3.452,3.452
340,Everything Is Illuminated,7000000,2697930,106.0,29.999000000000002,7.3,594,12.232,5.79
345,Eyes Wide Shut,65000000,162091208,159.0,89.809,7.5,4599,9.805,10.833
348,Alien,11000000,104931801,117.0,87.20400000000001,8.1,11348,10.675,6.608
350,The Devil Wears Prada,35000000,326551094,109.0,116.61,7.4,9844,1.96,1.704
262500,Insurgent,110000000,295238201,119.0,93.9,6.4,8735,2.412,3.066
262504,Allegiant,110000000,179246868,120.0,91.91300000000001,6.1,5658,2.412,3.066
364,Batman Returns,80000000,280000000,126.0,89.553,6.9,5018,15.143,15.743
377,A Nightmare on Elm Street,1800000,57000000,91.0,53.066,7.3,3836,2.99,4.715
378,Raising Arizona,6000000,29180280,94.0,83.93700000000001,7.0,1561,13.808,4.392
379,Miller's Crossing,14000000,5080409,115.0,44.025000000000006,7.5,1223,13.808,4.392
380,Rain Man,25000000,354825435,134.0,69.77900000000001,7.8,4956,2.651,6.055
381,To Catch a Thief,2500000,8750000,107.0,20.188,7.4,1121,12.879,12.879
388,Inside Man,45000000,186003591,129.0,133.46,7.4,4561,5.78,1.105
389,12 Angry Men,350000,1000000,97.0,50.67099999999999,8.5,6159,4.158,15.114999999999998
392,Chocolat,25000000,152500343,121.0,87.01400000000001,6.9,2730,4.613,3.2
393,Kill Bill: Vol. 2,30000000,152159461,136.0,94.724,7.9,11432,18.166,1.551
395,AVP: Alien vs. Predator,70000000,177427090,101.0,81.40899999999999,5.9,3379,6.019,8.633999999999999
396,Who's Afraid of Virginia Woolf?,7500000,33736689,131.0,28.917,7.8,589,2.306,4.366
398,Capote,7000000,49327405,114.0,63.955,7.0,1096,0.782,3.184
400,Things to Do in Denver When You're Dead,8000000,529766,116.0,86.205,6.6,284,2.668,0.6
401,Garden State,2500000,26781723,102.0,79.62899999999999,7.1,1435,15.59,5.671
402,Basic Instinct,49000000,352927224,127.0,78.92,6.9,2849,3.794,0.6
403,Driving Miss Daisy,7500000,145793296,99.0,71.387,7.3,1183,1.789,3.614
404,The Straight Story,10000000,6203044,112.0,20.026,7.7,1124,15.566,2.62
408,Snow White and the Seven Dwarfs,1488423,184925486,83.0,21.027,7.1,6037,0.744,11.956
409,The English Patient,27000000,231976425,162.0,124.63400000000001,7.2,1634,2.205,3.04
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,745013115,143.0,85.612,7.1,8398,7.934,8.844
414,Batman Forever,100000000,336529144,121.0,112.928,5.4,4116,3.097,16.195
415,Batman & Robin,125000000,238207122,125.0,103.986,4.3,3997,3.097,1.052
421,The Life Aquatic with Steve Zissou,50000000,34808403,119.0,170.762,7.2,2183,11.617,13.837000000000002
423,The Pianist,35000000,120072577,150.0,61.036,8.4,7024,4.819,7.607
424,Schindler's List,22000000,321365567,195.0,115.05100000000002,8.6,12364,39.187,44.147999999999996
425,Ice Age,59000000,383257136,81.0,74.228,7.3,10784,3.866,0.792
426,Vertigo,2479000,7797728,128.0,34.057,8.2,4441,12.879,12.879
430,"One, Two, Three",3000000,4000000,115.0,33.483000000000004,7.6,261,13.279,13.279
431,Cube,350000,8969065,90.0,25.613,6.8,3675,4.078,1.2
433,Mary Poppins,6000000,102272727,139.0,27.144000000000002,7.6,3872,5.24,13.677
435,The Day After Tomorrow,125000000,544272402,124.0,80.22,6.5,6428,8.24,10.292
440,Aliens vs Predator: Requiem,40000000,130290885,94.0,48.247,5.1,2121,7.201,8.033999999999999
441,Human Nature,6000000,1600000,96.0,93.13600000000001,6.0,187,4.633,13.411999999999999
451,Leaving Las Vegas,3600000,49800000,111.0,102.67699999999999,7.2,1030,1.898,1.2
453,A Beautiful Mind,60000000,313542341,135.0,125.352,7.9,8276,6.917,10.33
454,Romeo + Juliet,14500000,147298761,120.0,100.60799999999999,6.8,4138,3.014,3.614
455,Bend It Like Beckham,3500159,76578641,112.0,70.483,6.3,1546,3.363,5.551
462,Erin Brockovich,52000000,256271286,131.0,70.18900000000001,7.4,2424,7.037,21.545
466,Klute,2500000,12512637,114.0,56.892,6.8,278,2.464,3.064
468,My Own Private Idaho,2500000,6401336,104.0,109.978,7.1,852,2.176,0.6
470,21 Grams,20000000,60427839,124.0,60.591,7.4,2473,10.912,13.0
473,Pi,60000,3221152,84.0,26.521,7.1,1692,8.164,0.6
475,Bonnie and Clyde,2500000,50700000,110.0,45.971999999999994,7.5,1174,1.68,5.553
476,Drugstore Cowboy,2500000,4729352,98.0,76.12100000000001,7.2,369,2.176,2.0
479,Shaft,46000000,107196498,99.0,123.504,5.9,969,7.965,10.667000000000002
482,Shaft,4000000,12121618,100.0,23.371,6.5,249,0.6,2.1799999999999997
483,Wild at Heart,9500000,14560247,124.0,125.279,7.0,1185,15.566,4.269
488,The African Queen,1000000,10750000,105.0,37.778999999999996,7.4,666,5.042,1.6520000000000001
489,Good Will Hunting,10000000,225933435,127.0,105.801,8.1,9340,2.176,1.551
492,Being John Malkovich,13000000,22863596,113.0,77.766,7.4,3352,5.116,3.513
493,Shaft's Big Score!,1978000,10000000,104.0,24.240000000000002,6.0,34,0.6,1.321
494,Shaft in Africa,2142000,1458000,112.0,22.993000000000002,6.0,33,4.623,0.6
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,262552893,84.0,40.644,6.7,4259,1.4,11.72
497,The Green Mile,60000000,286801374,189.0,104.71699999999998,8.5,13460,10.199,12.754999999999999
500,Reservoir Dogs,1200000,2859750,99.0,78.913,8.2,11552,18.166,1.551
503,Poseidon,160000000,181674817,98.0,74.341,5.8,1679,5.9,18.234
504,Monster,8000000,60378584,110.0,89.011,7.2,1730,3.465,46.123000000000005
505,Johnny Handsome,20000000,7237794,94.0,92.572,6.3,180,3.041,2.562
506,Marnie,2135000,7000000,131.0,42.611999999999995,7.2,791,12.879,12.879
507,Killing Zoe,1500000,418961,96.0,41.208,6.3,246,4.074,1.052
508,Love Actually,40000000,244931766,135.0,114.238,7.1,5386,8.183,4.601
509,Notting Hill,42000000,363889678,124.0,85.99799999999999,7.2,4777,1.289,1.463
510,One Flew Over the Cuckoo's Nest,3000000,108981275,133.0,61.24,8.4,8358,2.951,13.478000000000002
512,Scoop,4000000,31584901,96.0,125.311,6.6,1311,7.396,1.28
521,Dial M for Murder,1400000,3000000,105.0,31.634,8.0,1929,12.879,12.879
522,Ed Wood,18000000,5887457,127.0,73.05600000000001,7.5,1778,15.143,16.343
524,Casino,52000000,116112375,179.0,112.181,8.0,4334,13.122,1.96
525,The Blues Brothers,27000000,115229890,133.0,39.495999999999995,7.7,3278,6.902,1.09
526,Ladyhawke,20000000,18432000,121.0,74.084,7.0,876,8.314,9.093
533,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,192610372,85.0,90.997,7.0,2046,6.635,8.677
534,Terminator Salvation,200000000,371353001,115.0,106.60900000000001,6.0,5248,3.293,4.554
535,Flashdance,4000000,92921203,95.0,59.091,6.5,1114,1.27,3.2569999999999997
539,Psycho,806947,32000000,109.0,58.748999999999995,8.4,7943,12.879,12.879
541,The Man with the Golden Arm,1000000,4350000,119.0,47.239,7.2,154,2.832,2.832
544,There's Something About Mary,23000000,369884651,119.0,61.653999999999996,6.6,4056,5.119,9.29
546,Transamerica,1000000,13350369,103.0,30.799,7.1,365,2.767,1.7999999999999998
547,The Horse Whisperer,60000000,186883563,170.0,133.674,6.9,910,15.842,20.723
550,Fight Club,63000000,100853753,139.0,116.78300000000002,8.4,23439,13.935,5.112
551,The Poseidon Adventure,5000000,84563118,117.0,48.968,7.2,625,3.984,3.9339999999999997
549,Basquiat,2962051,3011195,108.0,74.66199999999999,6.7,223,0.6,3.8990000000000005
553,Dogville,10000000,16680836,178.0,68.66799999999999,7.8,1879,10.601,3.934
557,Spider-Man,139000000,821708551,121.0,139.957,7.2,15190,17.147,1.4569999999999999
558,Spider-Man 2,200000000,783766341,127.0,113.992,7.2,12207,17.147,7.188000000000001
559,Spider-Man 3,258000000,890871626,139.0,104.847,6.3,11220,17.147,7.843
131631,The Hunger Games: Mockingjay - Part 1,125000000,752100229,123.0,89.226,6.8,13307,6.177,2.276
561,Constantine,100000000,230884728,121.0,136.124,7.0,5391,6.177,13.035
131634,The Hunger Games: Mockingjay - Part 2,160000000,653428261,137.0,89.226,6.9,10353,6.177,2.276
562,Die Hard,28000000,140767956,131.0,76.715,7.7,8892,6.497,3.641
564,The Mummy,80000000,415885488,124.0,73.319,6.8,7194,4.842,2.137
565,The Ring,48000000,249348933,115.0,62.980000000000004,6.6,4897,5.102,1.86
563,Starship Troopers,105000000,121214377,129.0,97.72899999999998,7.0,3668,3.794,2.0
567,Rear Window,1000000,37034514,112.0,36.476,8.4,4955,12.879,12.879
568,Apollo 13,52000000,355237933,140.0,107.006,7.4,4362,6.917,1.105
571,The Birds,2500000,11500000,119.0,54.989999999999995,7.5,3092,12.879,12.879
573,Frenzy,3500000,12600000,116.0,21.754,7.1,622,12.879,13.479
574,The Man Who Knew Too Much,2500000,10250000,120.0,17.204,7.5,1007,12.879,14.022
576,The Wild Bunch,6244087,638641,145.0,47.996,7.7,847,3.059,2.22
578,Jaws,7000000,470653000,124.0,52.369,7.6,8095,39.187,2.094
579,Jaws 2,20000000,187884007,116.0,35.79,5.9,1423,7.399,2.094
580,Jaws: The Revenge,23000000,51881013,89.0,39.519000000000005,4.0,745,6.054,6.054
581,Dances with Wolves,22000000,424208848,181.0,56.501999999999995,7.9,3255,25.181,25.881
577,To Die For,20000000,21284514,106.0,88.30499999999999,6.6,580,2.176,0.844
583,Life of Brian,4000000,20045115,94.0,31.766000000000002,7.8,3393,1.822,0.6
584,2 Fast 2 Furious,76000000,236350661,108.0,126.60400000000001,6.4,5768,7.965,6.388
585,"Monsters, Inc.",115000000,562816256,92.0,67.052,7.8,15146,12.973,1.201
586,Wag the Dog,15000000,64256513,97.0,79.947,7.0,690,2.651,24.181
587,Big Fish,70000000,123218424,125.0,83.97900000000001,7.8,5954,15.143,2.839
588,Silent Hill,50000000,97607453,125.0,97.989,6.5,3295,3.061,2.388
262733,Dubrovskiy,2500000,1677946,123.0,18.475,5.2,12,4.458,1.4
590,The Hours,25000000,41597830,114.0,94.39399999999999,7.3,1328,1.384,4.226999999999999
591,The Da Vinci Code,125000000,767820459,149.0,126.428,6.7,7663,6.917,8.728
592,The Conversation,1600000,4420000,113.0,37.23500000000001,7.6,1210,5.384,5.384
594,The Terminal,60000000,219417255,128.0,98.47999999999999,7.3,6210,39.187,41.047
595,To Kill a Mockingbird,2000000,13129846,129.0,30.645999999999994,8.0,2003,1.242,19.606
596,The Grapes of Wrath,800000,1591000,129.0,36.593,7.9,691,2.409,1.77
597,Titanic,200000000,2187463944,194.0,145.9,7.9,20529,18.726,19.326
599,Sunset Boulevard,1752000,5000000,110.0,34.488,8.4,1878,13.279,0.84
600,Full Metal Jacket,30000000,46357676,117.0,57.438,8.1,8271,9.805,9.805
601,E.T. the Extra-Terrestrial,10500000,792965500,115.0,57.04599999999999,7.5,9237,39.187,43.788
602,Independence Day,75000000,817400891,145.0,120.34700000000001,6.8,7830,8.24,1.375
603,The Matrix,63000000,463517383,136.0,148.871,8.2,21026,43.039,1.587
604,The Matrix Reloaded,150000000,738599701,138.0,154.527,7.0,8764,43.039,1.587
