id,title,budget,revenue,runtime,pop_actors,vote_average,vote_count,pop_directors,pop_producer
2771,American Splendor,2000000,6003587,101.0,50.02100000000001,7.2,321,2.65,0.0
395990,Death Wish,30000000,34017028,107.0,109.211,6.1,2085,12.431,35.967
395991,Only the Brave,38000000,25754775,134.0,120.58099999999999,7.4,1159,3.231,14.783000000000001
395992,Life,58000000,100541806,104.0,136.782,6.4,5994,3.669,6.416
395993,Stronger,30000000,8484418,119.0,101.62299999999999,7.0,1218,5.901,26.415000000000003
2778,Clifford,19000000,7411659,89.0,62.35,4.9,67,0.774,2.128
2787,Pitch Black,23000000,53187659,108.0,149.38600000000002,6.8,3568,5.123,0.84
2788,Reality Bites,11500000,20079850,99.0,81.89300000000001,6.6,545,14.784,19.864
2789,The Chronicles of Riddick,105000000,115772733,119.0,120.16300000000001,6.5,3231,5.123,52.117000000000004
2800,Rumor Has It...,70000000,88933562,97.0,82.278,5.6,923,4.635,4.192
2832,Identity,28000000,90259536,90.0,104.92900000000002,7.2,2895,6.924,2.251
264999,Magic Mike XXL,14800000,117813057,115.0,69.099,6.2,1510,1.4,21.201999999999998
2895,The Apostle,5000000,19868354,134.0,78.947,6.5,116,16.064,0.6
2897,Around the World in Eighty Days,6000000,42000000,175.0,29.145,6.7,345,3.585,0.0
2898,As Good as It Gets,50000000,314178011,139.0,73.53399999999999,7.4,2915,2.771,2.771
2900,The Astronaut's Wife,75000000,19598588,109.0,100.01899999999999,5.6,703,0.755,3.586
2907,The Addams Family,30000000,191502426,102.0,85.169,7.0,3520,8.157,1.62
2924,Backdraft,75000000,152368585,137.0,88.32900000000001,6.7,1043,6.917,3.38
2925,The First Wives Club,26000000,116400000,102.0,53.482,6.7,601,5.604,1.62
2959,License to Wed,35000000,69307224,91.0,64.06,5.7,732,3.46,5.08
2976,Hairspray,50000000,90450008,117.0,79.36999999999999,6.7,2137,4.088,1.668
2977,Becoming Jane,16500000,37311672,120.0,101.541,7.3,941,1.4,5.254
2978,Ghostbusters II,37000000,215394738,108.0,109.10400000000001,6.5,3338,8.644,8.644
2984,A Countess From Hong Kong,3500000,2000000,113.0,55.775,6.1,119,15.339,15.949
2989,Roar,17000000,2000000,102.0,28.574000000000005,5.8,79,0.996,10.603
2990,Pacific Heights,18000000,55000000,102.0,55.708999999999996,6.3,250,5.314,3.253
2998,Zabriskie Point,7000000,1000000,113.0,23.906999999999996,7.1,294,8.655,1.223
3019,Dr. Jekyll and Mr. Hyde,535000,1300000,98.0,13.964,7.3,187,1.4,1.4
3021,1408,25000000,132963417,104.0,87.425,6.7,3346,1.492,0.867
3023,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,724805,1200000,76.0,21.319,6.6,54,1.358,0.6
3033,Gods and Monsters,10000000,6451628,105.0,55.0,7.0,252,9.495,2.808
3034,Young Frankenstein,2800000,86273333,106.0,67.83000000000001,7.9,2496,6.95,1.852
3035,Frankenstein,291000,12000000,71.0,18.217,7.5,1093,1.793,1.788
3036,Mary Shelley's Frankenstein,45000000,112006296,123.0,107.82300000000001,6.4,939,20.555,9.664000000000001
3049,Ace Ventura: Pet Detective,15000000,107217396,86.0,93.268,6.5,4591,6.172,3.819
3050,Doctor Dolittle,71000000,294456605,85.0,76.554,5.7,2474,1.68,4.406
3055,Valley of the Dolls,5000000,50000000,123.0,22.682000000000002,6.3,83,1.707,1.729
3059,Intolerance: Love's Struggle Throughout the Ages,8394751,4000000,197.0,16.612,7.3,230,2.514,0.0
3060,The Big Parade,382000,20000000,151.0,11.451,7.6,80,3.271,1.38
3062,42nd Street,439000,2281000,89.0,13.663999999999998,6.9,112,0.6,1.77
3064,Chances Are,16000000,16300000,108.0,75.906,6.7,203,4.116,1.4
3072,Frankenstein Unbound,11500000,334748,82.0,51.42100000000001,5.7,68,6.602,8.182
3073,Bud Abbott and Lou Costello Meet Frankenstein,800000,4812444,83.0,19.911,7.2,206,2.342,0.6
3078,It Happened One Night,325000,4500000,105.0,29.947,7.9,870,2.334,3.734
3079,The Curse of Frankenstein,270000,8000000,83.0,51.7,6.9,185,1.276,1.815
3080,Top Hat,609000,3202000,101.0,20.826,7.5,212,1.499,0.6
3083,Mr. Smith Goes to Washington,1500000,9600000,129.0,27.031,8.0,758,2.334,2.334
3089,Red River,3000000,9012000,133.0,49.726,7.4,343,3.257,3.257
3090,The Treasure of the Sierra Madre,3800000,4307000,126.0,31.521,8.0,841,5.042,1.62
3093,Basic Instinct 2,70000000,38629478,114.0,85.497,5.0,564,2.042,5.029
3097,"The Tulse Luper Suitcases, Part 1: The Moab Story",10000000,25800,127.0,35.122,6.2,16,1.719,0.0
3098,"The Tulse Luper Suitcases, Part 2: Vaux to the Sea",10000000,24250,108.0,32.387,5.8,6,1.719,0.0
3099,"The Tulse Luper Suitcases, Part 3: From Sark to the Finish",10000000,12000,124.0,20.353,5.8,9,1.719,0.0
3109,The Quiet Man,1750000,3800000,129.0,47.068,7.3,364,2.409,8.396
3110,Shane,3100000,20000000,118.0,23.597,7.4,436,2.475,3.875
3111,A Star Is Born,5019770,4335968,176.0,28.241,7.2,214,2.509,0.6
3116,Midnight Cowboy,3600000,44785053,113.0,48.25599999999999,7.5,957,5.314,1.4
3121,Nashville,2200000,10,160.0,25.323999999999998,7.4,271,3.364,4.564
3131,Gangs of New York,100000000,193772504,167.0,108.48100000000001,7.3,5336,13.122,6.63
3132,Bad Company,70000000,65977295,116.0,82.374,5.4,574,3.097,5.316
396371,Molly's Game,30000000,59284015,140.0,126.544,7.2,3007,1.806,9.202
3170,Bambi,858000,267447150,70.0,20.359,7.0,4590,0.744,11.956
3172,Bandits,75000000,67631903,123.0,92.788,6.3,773,2.651,9.552
3175,Barry Lyndon,11000000,198992,185.0,22.921000000000003,8.0,2120,9.805,9.805
3179,Beavis and Butt-Head Do America,12000000,63118386,81.0,67.166,6.5,482,6.556,7.156
396422,Annabelle: Creation,15000000,306515884,109.0,87.161,6.6,4628,1.4,9.482000000000001
396461,Under the Silver Lake,8500000,2053469,139.0,107.75,6.4,920,1.551,6.869999999999999
3291,"Good Night, and Good Luck.",7000000,54600000,93.0,55.556,7.1,739,17.123,9.609
134374,Pain & Gain,25000000,87305549,130.0,126.094,6.2,3631,8.288,9.633
134380,The Mistress,22361,5876918,125.0,19.982000000000003,5.9,8,1.973,0.0
3309,Mildred Pierce,1453000,5638000,111.0,18.948999999999998,7.7,267,3.995,0.663
134411,Snitch,35000000,42930462,112.0,103.057,6.0,1989,3.784,59.946
527641,Five Feet Apart,7000000,91500000,116.0,52.791,8.3,4633,8.305,8.905
3432,Mr. Brooks,20000000,41637263,120.0,95.024,6.9,1329,1.4,28.069
3482,The Train,5800000,6800000,133.0,31.258000000000003,7.5,218,10.564,1.4
527774,Raya and the Last Dragon,100000000,130000000,107.0,84.321,8.0,4930,6.09,1.58
3489,88 Minutes,30000000,32593385,108.0,105.69400000000002,5.7,846,1.448,15.69
3509,A Scanner Darkly,8700000,7659918,100.0,155.296,6.8,1342,4.243,5.055999999999999
3512,Under Siege 2: Dark Territory,60000000,104324083,100.0,51.050000000000004,5.7,636,0.6,19.561999999999998
3525,Working Girl,28000000,103173635,114.0,98.91099999999999,6.6,696,2.306,0.84
3529,The Thin Man,226408,1423000,91.0,30.144,7.6,313,2.549,1.553
3536,U-571,62000000,127666415,116.0,67.414,6.4,905,5.297,2.634
3537,Fame,8500000,42000000,134.0,25.583000000000002,6.5,337,1.646,1.2
3558,"Girl, Interrupted",40000000,48350205,127.0,83.905,7.6,2846,6.924,3.0909999999999997
3563,I Now Pronounce You Chuck & Larry,85000000,187134117,115.0,92.985,6.0,1819,5.36,38.957
3573,Emma,6000000,22231658,121.0,71.981,6.7,478,1.4,1.7080000000000002
3580,Changeling,55000000,113020255,141.0,71.759,7.6,3336,29.786,38.98800000000001
3586,Ready to Wear,15000000,11300653,133.0,59.235,5.3,150,3.364,3.364
3594,The Number 23,30000000,77566815,101.0,100.932,6.4,2611,3.097,1.988
3595,Ransom,80000000,309492681,121.0,84.396,6.7,1385,6.917,2.725
3597,I Know What You Did Last Summer,17000000,125586134,100.0,76.833,5.9,2104,1.732,8.388
3600,I Still Know What You Did Last Summer,65000000,40002112,100.0,52.229,5.3,1143,1.995,8.988
3604,Flash Gordon,35000000,27107960,111.0,54.037000000000006,6.2,686,1.015,1.964
3631,Tara Road,12000000,875898,101.0,75.139,5.6,25,1.4,2.84
3638,No Reservations,28000000,92601050,104.0,70.623,6.5,977,0.716,2.532
3682,54,13000000,16757163,106.0,86.85300000000001,5.8,362,0.6,3.074
3683,Flags of Our Fathers,90000000,65900249,135.0,56.035999999999994,6.8,1423,29.786,70.153
3766,The Lady from Shanghai,2300000,1564609,87.0,31.227,7.4,454,8.62,8.62
3767,Gilda,2000000,6000000,110.0,23.641,7.6,415,0.6,2.18
3784,Frankie and Johnny,29000000,22773535,118.0,87.172,6.7,418,5.02,5.02
3786,Buck Rogers in the 25th Century,3500000,21700000,98.0,36.196,6.0,47,1.788,0.6
397012,Say It With A Sign: Vol. 1,100,1,30.0,0.0,0.0,0,0.0,0.0
790236,The Physicist,1000,5000,3.0,1.2,8.0,1,0.6,0.0
3877,Things We Lost in the Fire,16000000,2849142,113.0,74.463,6.5,258,2.172,6.861
3902,I'm Not There,20000000,4001121,135.0,116.425,6.6,532,3.365,3.386
3933,Corpse Bride,40000000,118090836,77.0,96.17399999999999,7.5,6945,16.987000000000002,17.495
3980,Critters,2000000,13167232,82.0,36.05499999999999,6.4,691,5.947,1.4
3981,What Women Want,70000000,374111707,127.0,124.756,6.4,3135,1.884,8.536000000000001
3989,Team America: World Police,32000000,50907422,98.0,43.742999999999995,6.7,1450,13.148,23.476
4011,Beetlejuice,15000000,73707461,92.0,68.03999999999999,7.4,5240,15.143,2.045
4012,The Believer,1500000,1309316,98.0,76.271,7.0,470,1.102,1.2
4032,My Girl,17000000,59489799,103.0,85.63499999999999,7.4,1625,1.485,1.705
528328,Serial Rabbit V: The Epic Hunt,12000,24000,113.0,0.0,8.0,1,0.0,0.0
4105,Black Rain,30000000,134212055,125.0,71.257,6.5,769,10.675,3.7670000000000003
4108,The Transporter,21000000,43928932,92.0,86.19999999999999,6.7,4212,12.07,12.193999999999999
4133,Blow,53000000,83282296,124.0,109.987,7.4,3555,3.099,20.286
4141,Shoot 'Em Up,39000000,26820641,86.0,89.536,6.5,1441,1.593,3.918
4147,Road to Perdition,80000000,181001478,117.0,126.373,7.4,2811,4.462,5.755999999999999
4148,Revolutionary Road,35000000,75981180,119.0,129.828,7.0,3102,4.462,2.8200000000000003
266294,Sisters,30000000,105011053,118.0,60.089999999999996,6.0,1184,0.6,19.02
825,Playing by Heart,20000000,3970078,121.0,78.143,6.7,159,0.694,2.6879999999999997
4174,Spellbound,1500000,7000000,111.0,50.686,7.5,637,12.879,1.311
4175,Under Capricorn,2500000,1500000,108.0,28.965,6.0,107,12.879,13.479
4176,Murder on the Orient Express,1400000,35700000,128.0,55.915,7.2,985,4.158,4.967
266331,Table for Five,8000000,2439705,121.0,48.821,5.8,7,4.185,0.6
4192,Death on the Nile,7920000,14560084,140.0,45.132,7.1,485,4.623,4.967
397422,Rough Night,20000000,45056771,101.0,104.814,5.7,1717,2.407,10.976
4232,Scream,14000000,173046663,112.0,85.983,7.3,4845,2.99,2.851
4233,Scream 2,24000000,172363301,120.0,105.03800000000001,6.4,2805,2.99,3.154
4234,Scream 3,40000000,161834276,116.0,66.08,5.9,2391,2.99,11.619
4244,The Kid,65000000,69700000,104.0,62.705999999999996,6.5,740,5.527,11.407
4247,Scary Movie,19000000,278019771,88.0,61.894,6.3,5322,6.34,30.488
4248,Scary Movie 2,45000000,141220678,83.0,70.08,5.8,3608,6.34,0.6
266396,The Gunman,40000000,13644292,115.0,80.515,5.7,787,1.423,19.177
4256,Scary Movie 3,48000000,220673217,84.0,73.614,6.0,3196,7.394,1.09
4257,Scary Movie 4,45000000,178262620,83.0,91.87700000000001,5.5,2547,7.394,7.064
4258,Scary Movie 5,20000000,78378744,86.0,41.29599999999999,4.8,2254,3.773,0.0
135397,Jurassic World,150000000,1671713208,124.0,105.438,6.7,17651,5.587,8.863
4327,Charlie's Angels,92000000,264105545,98.0,102.327,5.8,3398,3.293,14.138
4347,Atonement,30000000,131016624,123.0,99.137,7.6,3261,8.173,3.738
4348,Pride & Prejudice,28000000,121147947,127.0,88.75600000000001,8.1,6290,8.173,3.738
4349,The Kingdom,70000000,86658558,110.0,80.16,6.7,1263,13.258,15.833
4379,Monster-in-Law,43000000,154749918,101.0,62.455,6.2,1322,4.36,1.7999999999999998
4380,Shall We Dance?,50000000,170128460,107.0,114.043,6.3,978,1.754,0.6
4413,The Brave One,70000000,69766619,122.0,62.48899999999999,6.5,734,1.286,11.815999999999999
4421,G.I. Jane,50000000,48169156,125.0,75.971,6.4,1266,10.675,30.226
4437,2010,28000000,40400657,116.0,68.091,6.7,705,3.852,3.852
4442,The Brothers Grimm,88000000,105316267,118.0,117.75200000000001,5.8,2241,5.027,3.214
4464,Seabiscuit,87000000,148336445,141.0,90.61699999999999,7.0,635,6.02,13.879
4476,Legends of the Fall,30000000,160638883,133.0,103.39699999999999,7.4,1957,4.761,8.581999999999999
4477,The Devil's Own,90000000,140807547,107.0,89.954,6.1,900,2.464,2.614
4478,Indecent Proposal,38000000,266614059,117.0,78.224,6.3,1078,1.27,2.245
4488,Friday the 13th,550000,59754601,95.0,19.326,6.4,2116,3.981,3.981
266639,Jem and the Holograms,5000000,2333684,119.0,59.97800000000001,5.5,338,5.32,13.984
266647,Pan,150000000,128388320,111.0,93.26899999999999,6.0,2355,8.173,9.564
4512,The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793,160.0,80.06400000000001,7.1,1929,3.234,43.654
4513,30 Days of Night,30000000,75505973,113.0,65.822,6.4,2125,5.834,29.33
4515,Lions for Lambs,35000000,63215872,92.0,137.544,6.1,563,15.842,20.992000000000004
4517,Elizabeth: The Golden Age,55000000,74237563,114.0,89.27100000000002,6.7,995,1.285,0.0
4518,Elizabeth,30000000,82150642,124.0,82.9,7.2,1100,1.285,5.943
4523,Enchanted,85000000,340487652,107.0,116.016,6.8,4484,2.86,10.227
4538,The Darjeeling Limited,16000000,24377151,92.0,94.58,7.2,2723,11.617,17.615000000000002
4543,The Meaning of Life,9000000,14900000,107.0,31.766,7.3,1428,1.822,0.6
659905,Leslie Nielsen's Bad Golf My Way,7,14,46.0,17.995,0.0,0,1.171,0.0
4547,Panic Room,48000000,197079546,111.0,96.63499999999999,6.7,3929,13.935,12.103
4551,Be Cool,53000000,95226116,118.0,76.366,5.4,703,2.523,22.397000000000002
4553,The Machinist,5000000,8203235,101.0,81.255,7.5,4222,5.173,0.84
4564,Sex and the City,65000000,415252786,145.0,68.263,6.6,1749,5.201,20.34
4566,Michael Clayton,25000000,92991835,119.0,62.665000000000006,6.7,1258,2.897,9.971
4584,Sense and Sensibility,16000000,134582776,136.0,78.017,7.5,1288,3.241,0.6
4587,Mermaids,31000000,35419397,110.0,62.93,6.7,382,5.382,4.533
4597,Armored,20000000,22942221,88.0,61.657000000000004,5.7,510,1.736,6.867
4599,Raising Helen,50000000,49718611,119.0,60.384,6.1,570,5.02,1.306
659960,I'm Trying to Impress You,2000,20000,105.0,3.3800000000000003,0.0,0,0.6,0.0
4614,The Sum of All Fears,68000000,193921372,124.0,95.14399999999999,6.3,1296,3.353,1.519
397837,Before I Fall,5000000,12141122,98.0,96.48800000000001,7.0,3038,2.042,4.152
4629,December Boys,4000000,46474,105.0,43.55500000000001,6.0,166,1.088,1.2
4638,Hot Fuzz,12000000,80573774,121.0,63.669999999999995,7.5,5994,10.725,3.738
528947,Number 12 Looks Just Like You,100,10,13.0,1.44,7.0,1,0.6,0.0
4688,Across the Universe,45000000,29625761,133.0,45.959,7.2,1111,1.095,5.837
4704,At Long Last Love,6000000,1500000,118.0,52.513000000000005,5.4,17,11.793,14.450999999999999
266856,The Theory of Everything,15000000,123726688,123.0,84.384,7.9,9124,2.06,5.997999999999999
4722,Body Snatchers,13000000,428868,87.0,40.11,6.1,275,4.952,0.6
4723,Southland Tales,17000000,374743,144.0,96.995,5.0,402,8.763,2.4
4771,Gone Baby Gone,19000000,34619699,113.0,84.684,7.3,2890,28.613,4.532
4780,Obsession,1400000,4468000,99.0,34.509,6.5,177,6.328,1.44
791237,The Homie,200,300,9.0,2.4,0.0,0,0.6,1.2
4806,Runaway Bride,70000000,309457509,116.0,71.631,6.1,1583,5.02,4.165
4808,Charade,4000000,13475000,113.0,60.834,7.7,990,3.075,3.075
4816,Ghost Dog: The Way of the Samurai,2000000,9400000,116.0,32.687999999999995,7.3,854,3.452,4.852
4824,The Jackal,60000000,159330280,124.0,124.717,6.3,1444,2.042,5.211
4836,Layer Cake,6500000,11850214,105.0,95.379,7.0,1526,14.592,16.444
4858,The Invasion,80000000,15071514,99.0,88.536,6.0,1136,2.771,2.787
4911,Dark Blue,15000000,9237470,118.0,78.457,6.2,217,2.691,4.1370000000000005
4912,Confessions of a Dangerous Mind,30000000,33013805,113.0,67.654,6.8,891,17.123,3.586
529203,The Croods: A New Age,65000000,168285000,95.0,149.549,7.6,2838,1.39,0.6
4922,The Curious Case of Benjamin Button,150000000,333932083,166.0,103.646,7.6,10429,13.935,10.205
4927,Edge of Seventeen,1500000,870751,104.0,13.395,6.5,77,2.008,4.007
4929,Hang 'em High,1800000,6800000,114.0,66.485,6.8,529,7.397,1.22
791373,Zack Snyder's Justice League,70000000,657000000,242.0,159.089,8.3,7266,11.76,3.3179999999999996
4942,Leatherheads,58000000,41299492,114.0,83.709,5.8,359,17.123,28.131999999999998
4944,Burn After Reading,37000000,163720069,96.0,97.268,6.6,3679,18.2,18.2
4951,10 Things I Hate About You,16000000,53478166,97.0,71.03399999999999,7.6,6281,5.418,3.586
4953,Be Kind Rewind,20000000,30600000,102.0,68.468,6.3,1063,4.633,5.832999999999999
4954,Drop Zone,45000000,28735315,101.0,79.37899999999999,5.6,306,8.726,10.41
398173,The House That Jack Built,9800000,5566776,151.0,68.137,7.2,1983,10.601,0.84
398174,Film Stars Don't Die in Liverpool,10000000,3179847,105.0,69.264,6.5,128,1.4,2.613
4959,The International,50000000,60161391,118.0,53.88400000000001,6.2,936,7.973,3.965
398177,Just Getting Started,22000000,6069605,91.0,86.26599999999999,4.8,175,2.691,2.011
4961,Mimic,30000000,25480490,105.0,54.32899999999999,6.0,766,12.898,7.292
4958,The Legend of Bagger Vance,80000000,39459427,126.0,139.553,6.5,696,15.842,25.967
4964,Knocked Up,30000000,219076518,129.0,125.70500000000001,6.2,3222,4.077,8.873000000000001
4967,Keeping the Faith,30000000,59945183,127.0,75.80799999999999,6.1,483,16.448,18.428
4965,Impostor,40000000,8694320,102.0,57.297,6.1,311,2.668,16.212
4970,Gothika,40000000,141591324,98.0,91.44999999999999,6.1,1777,9.605,16.341
4978,An American Tail,9000000,84542002,80.0,35.027,6.7,1061,2.703,15.297
4982,American Gangster,100000000,266465037,157.0,126.16399999999999,7.6,4210,10.675,11.780000000000001
4985,The Longest Yard,2900000,43008075,121.0,44.976,6.7,191,6.958,2.285
4990,Hustle,3050000,10390000,120.0,62.66,5.7,33,6.958,7.558
4995,Boogie Nights,15000000,43101594,156.0,102.838,7.6,2383,15.444,18.353
4997,Wonderland,5000000,2466444,104.0,90.822,6.1,193,1.036,2.336
5038,Vicky Cristina Barcelona,15000000,96408652,96.0,161.076,6.8,3059,7.396,2.68
267193,Grimsby,35000000,27979040,83.0,96.93599999999999,5.9,1873,7.652,11.801
5048,Prospero's Books,1738125,1750301,120.0,17.575,6.9,73,1.719,0.6
5121,The Sugarland Express,3000000,12800000,110.0,37.400999999999996,6.5,265,39.187,2.094
5123,August Rush,25000000,66122026,114.0,91.358,7.4,2302,0.6,0.828
5125,Rendition,27500000,24748670,120.0,86.677,6.5,523,1.252,5.091
5137,Sky Captain and the World of Tomorrow,70000000,57958696,107.0,100.989,5.8,979,0.828,28.7
5143,Hannah and Her Sisters,6400000,40084041,107.0,64.56700000000001,7.6,755,7.396,1.422
398385,Birds of Passage,2500000,11000000,115.0,9.584999999999999,0.0,0,0.84,0.0
5172,The Astronaut Farmer,13000000,11130889,104.0,53.19200000000001,6.2,261,0.996,5.4879999999999995
5174,Rush Hour 3,140000000,258022233,91.0,72.777,6.4,2391,2.294,6.426
5175,Rush Hour 2,90000000,347325802,90.0,96.621,6.7,3068,2.294,0.637
5176,3:10 to Yuma,55000000,70016220,122.0,86.065,7.2,2751,6.924,2.251
5185,The Private Life of Sherlock Holmes,10000000,1500000,125.0,30.927,6.9,200,13.279,13.279
5203,Wild Orchid,7000000,11060485,105.0,60.022999999999996,5.4,219,5.123,5.753
5228,Stay Hungry,5000000,24854765,102.0,88.272,5.8,49,4.864,5.4639999999999995
5236,Kiss Kiss Bang Bang,15000000,15785148,103.0,96.655,7.2,2102,9.631,1.587
5255,The Polar Express,165000000,310634054,100.0,86.82799999999999,6.7,4975,3.925,12.107
5279,Gosford Park,19800000,87754044,131.0,66.539,6.9,810,3.364,19.68
5289,Chaos,20000000,10289,106.0,102.26,6.3,781,5.012,2.183
136400,2 Guns,61000000,131940411,109.0,116.04,6.5,3361,3.132,12.873999999999999
5333,Apartment Zero,4000000,670774,124.0,32.916000000000004,6.8,35,0.6,7.398
136418,Hummingbird,20000000,8352885,100.0,83.48500000000001,6.2,1328,6.812,1.2
660714,NICO,80,350,8.0,2.4,0.0,0,0.6,1.2
5375,Fred Claus,100000000,97838349,116.0,89.29599999999999,5.8,680,2.604,6.078
5393,Happily N'Ever After,47000000,38085778,87.0,39.805,4.9,349,1.134,11.794
5470,Beowulf,20000000,1531251,95.0,53.69299999999999,4.3,163,0.87,2.0
791918,The Better World,400,800,21.0,3.0,0.0,0,0.6,0.0
5491,Battlefield Earth,73000000,29000000,118.0,54.324,3.2,637,0.853,16.314
5503,The Fugitive,44000000,368875760,131.0,91.356,7.4,3249,2.265,0.998
5516,The Ladykillers,35000000,76700000,104.0,106.652,6.1,1247,18.2,30.058
5548,RoboCop,13000000,53424681,102.0,55.10000000000001,7.3,3824,3.794,5.163
5549,RoboCop 2,35000000,45681173,117.0,48.423,6.0,1362,3.382,1.4
5550,RoboCop 3,22000000,10696210,104.0,43.82,4.7,898,2.03,6.205
5551,Space Cowboys,65000000,128884132,130.0,91.08500000000001,6.4,1040,29.786,33.372
5559,Bee Movie,150000000,287594577,91.0,65.61,6.0,3932,9.126999999999999,11.504
398818,Call Me by Your Name,4000000,41063475,132.0,108.124,8.2,9921,6.443,16.799
5653,Luther,30000000,29413900,123.0,53.907000000000004,6.5,243,0.6,1.7999999999999998
5683,Pee-wee's Big Adventure,6000000,40940662,91.0,23.269000000000002,6.4,589,15.143,1.2
5689,The Blue Lagoon,4500000,58853106,104.0,46.146,6.2,1406,2.266,2.266
5693,Hoosiers,9000000,28607524,114.0,49.092,7.1,375,1.473,1.6149999999999998
267860,London Has Fallen,60000000,205754447,99.0,99.815,6.1,3863,2.626,30.206
5718,King of California,10000000,1045786,93.0,41.274,6.5,269,0.6,13.296000000000001
5722,Beyond the Valley of the Dolls,2090000,40000000,109.0,17.589,6.4,138,1.118,1.118
136795,The Heat,43000000,158674180,117.0,86.63499999999999,6.6,3323,3.693,7.705
5723,Once,160000,20710513,85.0,6.663,7.4,1016,1.665,0.6
136797,Need for Speed,66000000,203277636,132.0,78.048,6.3,3505,0.98,4.859999999999999
5721,Vixen!,76000,6000000,71.0,16.864,5.4,55,1.118,1.118
136799,Trolls,125000000,346864462,92.0,58.824,6.7,2967,17.698999999999998,1.22
398978,The Irishman,159000000,8000000,209.0,120.043,7.6,5203,13.122,48.606
136835,No Good Deed,13200000,53830415,83.0,82.706,6.0,522,0.7,2.7110000000000003
5765,Knight Moves,9000000,923418,116.0,72.13,5.8,151,0.944,1.2
5769,Tom Jones,1000000,37600000,128.0,14.954,6.1,141,2.843,2.843
5780,Torn Curtain,3000000,13000000,127.0,26.497999999999998,6.6,411,12.879,12.879
267935,The BFG,140000000,195243411,117.0,65.367,6.2,2764,39.187,43.464999999999996
399019,The Beguiled,10500000,27397655,93.0,108.362,5.9,1852,3.341,3.9410000000000003
399035,The Commuter,30000000,119942387,104.0,156.52599999999998,6.3,3667,4.596,2.092
5820,The Sentinel,60000000,78810595,108.0,89.156,6.0,597,6.17,14.098
5822,Sweet Sweetback's Baadasssss Song,150000,15200000,97.0,10.35,5.3,68,1.455,2.055
5825,National Lampoon's Christmas Vacation,27000000,71319546,97.0,79.089,7.2,1745,2.89,6.456
399055,The Shape of Water,19500000,194989655,123.0,80.431,7.3,10386,12.898,14.298
5851,Showtime,85000000,77741732,95.0,81.482,5.5,755,1.792,2.28
5852,Angel Eyes,53000000,29700000,102.0,73.70899999999999,6.0,326,0.84,6.299999999999999
5854,Family Plot,2000000,7900000,120.0,43.539,6.8,307,12.879,12.879
5857,I Know Who Killed Me,12000000,9620399,105.0,65.163,4.5,292,3.77,3.723
5876,The Mist,18000000,57096190,126.0,80.051,6.8,3814,10.199,12.027
5894,Blue in the Face,2000000,1275000,83.0,40.162,6.7,107,1.611,3.1470000000000002
5896,Bolero,7000000,8914881,105.0,42.485,3.5,60,4.154,15.23
5902,A Bridge Too Far,22000000,50750000,175.0,72.488,7.2,567,8.062,2.294
5915,Into the Wild,15000000,56255142,148.0,65.384,7.8,8095,14.277,17.863
5916,The Getaway,3352254,36734619,123.0,51.778,7.1,381,3.059,1.767
5919,The Towering Inferno,14000000,116000000,165.0,54.207,7.0,661,4.623,1.934
5923,The Sand Pebbles,12000000,20000000,182.0,61.574999999999996,7.2,173,5.522,5.522
5924,Papillon,12000000,53267000,151.0,47.392,7.9,1422,5.862,7.708
5925,The Great Escape,4000000,11744471,173.0,53.18599999999999,8.0,1929,3.215,4.933
399170,Logan Lucky,29000000,48453605,118.0,95.781,6.7,2772,7.037,26.656999999999996
5955,The Pledge,35000000,29400000,123.0,76.627,6.6,701,14.277,19.744999999999997
399173,The Assignment,5000000,388789,95.0,83.629,5.4,384,3.041,9.533000000000001
399174,Isle of Dogs,62770198,64241499,101.0,94.513,7.9,3744,11.617,15.051000000000002
5966,Along Came Polly,42000000,178311729,90.0,74.351,6.0,2326,1.835,21.545
5968,The Woman in Red,9000000,25308147,87.0,37.011,6.2,368,9.285,0.6
5994,The Family Man,60000000,124700000,125.0,92.292,6.7,1486,2.294,6.535
6020,Sorority Boys,12000000,12517488,93.0,46.835,5.3,170,6.806,3.007
137093,Last Vegas,28000000,134402450,105.0,89.158,6.4,1795,5.527,8.84
137094,Jack Ryan: Shadow Recruit,60000000,135511030,105.0,88.41000000000001,6.1,2369,20.555,6.584999999999999
6023,P.S. I Love You,30000000,156835339,126.0,93.723,7.2,2840,4.327,4.04
137106,The Lego Movie,60000000,469160692,100.0,98.04899999999999,7.4,6447,8.136,2.42
6038,Shanghai Knights,50000000,88323487,115.0,136.442,6.1,1821,2.604,4.843
137113,Edge of Tomorrow,178000000,370541256,113.0,107.242,7.6,11357,5.478,6.0120000000000005
137116,Smurfs: The Lost Village,60000000,197183546,89.0,59.033,6.3,1159,1.737,2.643
6068,Six Days Seven Nights,70000000,164839294,98.0,102.424,6.0,1090,8.644,10.352
6069,The Witches of Eastwick,22000000,63766510,118.0,79.459,6.5,1038,9.646,3.865
6072,One Eight Seven,20000000,5716080,119.0,95.834,6.6,438,2.64,2.154
6073,The Mexican,57000000,147845033,123.0,89.771,5.9,1133,5.102,2.665
6075,Carlito's Way,30000000,63848322,144.0,90.269,7.8,2407,6.328,5.029
268238,The Second Best Exotic Marigold Hotel,10000000,85978266,122.0,97.89999999999999,6.4,583,7.375,3.854
